State,Date,Region,Active Cases
Pahang,1/11/2020,Bentong,0
Pahang,1/11/2020,Jerantut,0
Pahang,1/11/2020,Bera,0
Pahang,1/11/2020,Raub,0
Pahang,1/11/2020,Lipis,0
Pahang,1/11/2020,Cameron Highlands,0
Pahang,1/11/2020,Kuantan,1
Pahang,1/11/2020,Maran,0
Pahang,1/11/2020,Pekan,0
Pahang,1/11/2020,Temerloh,2
Pahang,1/11/2020,Rompin,0
Pahang,2/11/2020,Bentong,0
Pahang,2/11/2020,Jerantut,0
Pahang,2/11/2020,Bera,0
Pahang,2/11/2020,Raub,0
Pahang,2/11/2020,Lipis,0
Pahang,2/11/2020,Cameron Highlands,0
Pahang,2/11/2020,Kuantan,1
Pahang,2/11/2020,Maran,1
Pahang,2/11/2020,Pekan,0
Pahang,2/11/2020,Temerloh,2
Pahang,2/11/2020,Rompin,0
Pahang,3/11/2020,Bentong,0
Pahang,3/11/2020,Jerantut,0
Pahang,3/11/2020,Bera,0
Pahang,3/11/2020,Raub,0
Pahang,3/11/2020,Lipis,0
Pahang,3/11/2020,Cameron Highlands,0
Pahang,3/11/2020,Kuantan,1
Pahang,3/11/2020,Maran,1
Pahang,3/11/2020,Pekan,0
Pahang,3/11/2020,Temerloh,1
Pahang,3/11/2020,Rompin,0
Pahang,4/11/2020,Bentong,0
Pahang,4/11/2020,Jerantut,0
Pahang,4/11/2020,Bera,0
Pahang,4/11/2020,Raub,0
Pahang,4/11/2020,Lipis,0
Pahang,4/11/2020,Cameron Highlands,0
Pahang,4/11/2020,Kuantan,1
Pahang,4/11/2020,Maran,1
Pahang,4/11/2020,Pekan,0
Pahang,4/11/2020,Temerloh,1
Pahang,4/11/2020,Rompin,0
Pahang,5/11/2020,Bentong,0
Pahang,5/11/2020,Jerantut,0
Pahang,5/11/2020,Bera,0
Pahang,5/11/2020,Raub,0
Pahang,5/11/2020,Lipis,0
Pahang,5/11/2020,Cameron Highlands,0
Pahang,5/11/2020,Kuantan,1
Pahang,5/11/2020,Maran,1
Pahang,5/11/2020,Pekan,0
Pahang,5/11/2020,Temerloh,1
Pahang,5/11/2020,Rompin,0
Pahang,6/11/2020,Bentong,0
Pahang,6/11/2020,Jerantut,0
Pahang,6/11/2020,Bera,0
Pahang,6/11/2020,Raub,0
Pahang,6/11/2020,Lipis,0
Pahang,6/11/2020,Cameron Highlands,0
Pahang,6/11/2020,Kuantan,1
Pahang,6/11/2020,Maran,1
Pahang,6/11/2020,Pekan,0
Pahang,6/11/2020,Temerloh,0
Pahang,6/11/2020,Rompin,0
Pahang,7/11/2020,Bentong,0
Pahang,7/11/2020,Jerantut,0
Pahang,7/11/2020,Bera,0
Pahang,7/11/2020,Raub,0
Pahang,7/11/2020,Lipis,0
Pahang,7/11/2020,Cameron Highlands,0
Pahang,7/11/2020,Kuantan,1
Pahang,7/11/2020,Maran,1
Pahang,7/11/2020,Pekan,0
Pahang,7/11/2020,Temerloh,0
Pahang,7/11/2020,Rompin,0
Pahang,8/11/2020,Bentong,0
Pahang,8/11/2020,Jerantut,0
Pahang,8/11/2020,Bera,0
Pahang,8/11/2020,Raub,0
Pahang,8/11/2020,Lipis,0
Pahang,8/11/2020,Cameron Highlands,0
Pahang,8/11/2020,Kuantan,1
Pahang,8/11/2020,Maran,1
Pahang,8/11/2020,Pekan,0
Pahang,8/11/2020,Temerloh,0
Pahang,8/11/2020,Rompin,0
Pahang,9/11/2020,Bentong,0
Pahang,9/11/2020,Jerantut,0
Pahang,9/11/2020,Bera,0
Pahang,9/11/2020,Raub,0
Pahang,9/11/2020,Lipis,0
Pahang,9/11/2020,Cameron Highlands,0
Pahang,9/11/2020,Kuantan,1
Pahang,9/11/2020,Maran,1
Pahang,9/11/2020,Pekan,0
Pahang,9/11/2020,Temerloh,0
Pahang,9/11/2020,Rompin,0
Pahang,10/11/2020,Bentong,0
Pahang,10/11/2020,Jerantut,0
Pahang,10/11/2020,Bera,0
Pahang,10/11/2020,Raub,0
Pahang,10/11/2020,Lipis,0
Pahang,10/11/2020,Cameron Highlands,0
Pahang,10/11/2020,Kuantan,1
Pahang,10/11/2020,Maran,1
Pahang,10/11/2020,Pekan,0
Pahang,10/11/2020,Temerloh,0
Pahang,10/11/2020,Rompin,0
Pahang,11/11/2020,Bentong,0
Pahang,11/11/2020,Jerantut,0
Pahang,11/11/2020,Bera,0
Pahang,11/11/2020,Raub,0
Pahang,11/11/2020,Lipis,0
Pahang,11/11/2020,Cameron Highlands,0
Pahang,11/11/2020,Kuantan,1
Pahang,11/11/2020,Maran,1
Pahang,11/11/2020,Pekan,0
Pahang,11/11/2020,Temerloh,0
Pahang,11/11/2020,Rompin,0
Pahang,12/11/2020,Bentong,0
Pahang,12/11/2020,Jerantut,0
Pahang,12/11/2020,Bera,0
Pahang,12/11/2020,Raub,0
Pahang,12/11/2020,Lipis,0
Pahang,12/11/2020,Cameron Highlands,0
Pahang,12/11/2020,Kuantan,0
Pahang,12/11/2020,Maran,1
Pahang,12/11/2020,Pekan,0
Pahang,12/11/2020,Temerloh,0
Pahang,12/11/2020,Rompin,0
Pahang,13/11/2020,Bentong,0
Pahang,13/11/2020,Jerantut,0
Pahang,13/11/2020,Bera,0
Pahang,13/11/2020,Raub,0
Pahang,13/11/2020,Lipis,0
Pahang,13/11/2020,Cameron Highlands,0
Pahang,13/11/2020,Kuantan,0
Pahang,13/11/2020,Maran,1
Pahang,13/11/2020,Pekan,0
Pahang,13/11/2020,Temerloh,0
Pahang,13/11/2020,Rompin,0
Pahang,14/11/2020,Bentong,0
Pahang,14/11/2020,Jerantut,0
Pahang,14/11/2020,Bera,0
Pahang,14/11/2020,Raub,0
Pahang,14/11/2020,Lipis,0
Pahang,14/11/2020,Cameron Highlands,0
Pahang,14/11/2020,Kuantan,0
Pahang,14/11/2020,Maran,1
Pahang,14/11/2020,Pekan,0
Pahang,14/11/2020,Temerloh,0
Pahang,14/11/2020,Rompin,0
Pahang,15/11/2020,Bentong,0
Pahang,15/11/2020,Jerantut,0
Pahang,15/11/2020,Bera,0
Pahang,15/11/2020,Raub,0
Pahang,15/11/2020,Lipis,0
Pahang,15/11/2020,Cameron Highlands,0
Pahang,15/11/2020,Kuantan,0
Pahang,15/11/2020,Maran,1
Pahang,15/11/2020,Pekan,0
Pahang,15/11/2020,Temerloh,0
Pahang,15/11/2020,Rompin,0
Pahang,16/11/2020,Bentong,0
Pahang,16/11/2020,Jerantut,0
Pahang,16/11/2020,Bera,0
Pahang,16/11/2020,Raub,0
Pahang,16/11/2020,Lipis,0
Pahang,16/11/2020,Cameron Highlands,0
Pahang,16/11/2020,Kuantan,0
Pahang,16/11/2020,Maran,0
Pahang,16/11/2020,Pekan,0
Pahang,16/11/2020,Temerloh,0
Pahang,16/11/2020,Rompin,0
Pahang,17/11/2020,Bentong,0
Pahang,17/11/2020,Jerantut,0
Pahang,17/11/2020,Bera,0
Pahang,17/11/2020,Raub,0
Pahang,17/11/2020,Lipis,0
Pahang,17/11/2020,Cameron Highlands,0
Pahang,17/11/2020,Kuantan,0
Pahang,17/11/2020,Maran,1
Pahang,17/11/2020,Pekan,0
Pahang,17/11/2020,Temerloh,0
Pahang,17/11/2020,Rompin,0
Pahang,18/11/2020,Bentong,0
Pahang,18/11/2020,Jerantut,0
Pahang,18/11/2020,Bera,0
Pahang,18/11/2020,Raub,0
Pahang,18/11/2020,Lipis,0
Pahang,18/11/2020,Cameron Highlands,0
Pahang,18/11/2020,Kuantan,0
Pahang,18/11/2020,Maran,0
Pahang,18/11/2020,Pekan,0
Pahang,18/11/2020,Temerloh,0
Pahang,18/11/2020,Rompin,0
Pahang,19/11/2020,Bentong,0
Pahang,19/11/2020,Jerantut,0
Pahang,19/11/2020,Bera,0
Pahang,19/11/2020,Raub,0
Pahang,19/11/2020,Lipis,0
Pahang,19/11/2020,Cameron Highlands,0
Pahang,19/11/2020,Kuantan,0
Pahang,19/11/2020,Maran,0
Pahang,19/11/2020,Pekan,0
Pahang,19/11/2020,Temerloh,0
Pahang,19/11/2020,Rompin,0
Pahang,20/11/2020,Bentong,0
Pahang,20/11/2020,Jerantut,0
Pahang,20/11/2020,Bera,0
Pahang,20/11/2020,Raub,0
Pahang,20/11/2020,Lipis,0
Pahang,20/11/2020,Cameron Highlands,0
Pahang,20/11/2020,Kuantan,0
Pahang,20/11/2020,Maran,0
Pahang,20/11/2020,Pekan,0
Pahang,20/11/2020,Temerloh,0
Pahang,20/11/2020,Rompin,0
Pahang,21/11/2020,Bentong,0
Pahang,21/11/2020,Jerantut,0
Pahang,21/11/2020,Bera,0
Pahang,21/11/2020,Raub,0
Pahang,21/11/2020,Lipis,0
Pahang,21/11/2020,Cameron Highlands,0
Pahang,21/11/2020,Kuantan,0
Pahang,21/11/2020,Maran,0
Pahang,21/11/2020,Pekan,0
Pahang,21/11/2020,Temerloh,0
Pahang,21/11/2020,Rompin,0
Pahang,22/11/2020,Bentong,0
Pahang,22/11/2020,Jerantut,0
Pahang,22/11/2020,Bera,0
Pahang,22/11/2020,Raub,0
Pahang,22/11/2020,Lipis,0
Pahang,22/11/2020,Cameron Highlands,0
Pahang,22/11/2020,Kuantan,0
Pahang,22/11/2020,Maran,0
Pahang,22/11/2020,Pekan,0
Pahang,22/11/2020,Temerloh,0
Pahang,22/11/2020,Rompin,0
Pahang,23/11/2020,Bentong,0
Pahang,23/11/2020,Jerantut,0
Pahang,23/11/2020,Bera,0
Pahang,23/11/2020,Raub,0
Pahang,23/11/2020,Lipis,0
Pahang,23/11/2020,Cameron Highlands,0
Pahang,23/11/2020,Kuantan,0
Pahang,23/11/2020,Maran,0
Pahang,23/11/2020,Pekan,0
Pahang,23/11/2020,Temerloh,0
Pahang,23/11/2020,Rompin,0
Pahang,24/11/2020,Bentong,0
Pahang,24/11/2020,Jerantut,0
Pahang,24/11/2020,Bera,0
Pahang,24/11/2020,Raub,0
Pahang,24/11/2020,Lipis,0
Pahang,24/11/2020,Cameron Highlands,0
Pahang,24/11/2020,Kuantan,0
Pahang,24/11/2020,Maran,0
Pahang,24/11/2020,Pekan,0
Pahang,24/11/2020,Temerloh,0
Pahang,24/11/2020,Rompin,0
Pahang,25/11/2020,Bentong,1
Pahang,25/11/2020,Jerantut,0
Pahang,25/11/2020,Bera,0
Pahang,25/11/2020,Raub,0
Pahang,25/11/2020,Lipis,0
Pahang,25/11/2020,Cameron Highlands,0
Pahang,25/11/2020,Kuantan,0
Pahang,25/11/2020,Maran,0
Pahang,25/11/2020,Pekan,0
Pahang,25/11/2020,Temerloh,0
Pahang,25/11/2020,Rompin,0
Pahang,26/11/2020,Bentong,1
Pahang,26/11/2020,Jerantut,0
Pahang,26/11/2020,Bera,0
Pahang,26/11/2020,Raub,0
Pahang,26/11/2020,Lipis,0
Pahang,26/11/2020,Cameron Highlands,0
Pahang,26/11/2020,Kuantan,0
Pahang,26/11/2020,Maran,0
Pahang,26/11/2020,Pekan,0
Pahang,26/11/2020,Temerloh,0
Pahang,26/11/2020,Rompin,0
Pahang,27/11/2020,Bentong,1
Pahang,27/11/2020,Jerantut,0
Pahang,27/11/2020,Bera,0
Pahang,27/11/2020,Raub,0
Pahang,27/11/2020,Lipis,0
Pahang,27/11/2020,Cameron Highlands,0
Pahang,27/11/2020,Kuantan,0
Pahang,27/11/2020,Maran,0
Pahang,27/11/2020,Pekan,0
Pahang,27/11/2020,Temerloh,0
Pahang,27/11/2020,Rompin,0
Pahang,28/11/2020,Bentong,1
Pahang,28/11/2020,Jerantut,0
Pahang,28/11/2020,Bera,0
Pahang,28/11/2020,Raub,0
Pahang,28/11/2020,Lipis,0
Pahang,28/11/2020,Cameron Highlands,0
Pahang,28/11/2020,Kuantan,0
Pahang,28/11/2020,Maran,0
Pahang,28/11/2020,Pekan,0
Pahang,28/11/2020,Temerloh,0
Pahang,28/11/2020,Rompin,0
Pahang,29/11/2020,Bentong,1
Pahang,29/11/2020,Jerantut,0
Pahang,29/11/2020,Bera,0
Pahang,29/11/2020,Raub,0
Pahang,29/11/2020,Lipis,0
Pahang,29/11/2020,Cameron Highlands,0
Pahang,29/11/2020,Kuantan,0
Pahang,29/11/2020,Maran,0
Pahang,29/11/2020,Pekan,0
Pahang,29/11/2020,Temerloh,0
Pahang,29/11/2020,Rompin,0
Pahang,30/11/2020,Bentong,2
Pahang,30/11/2020,Jerantut,0
Pahang,30/11/2020,Bera,0
Pahang,30/11/2020,Raub,0
Pahang,30/11/2020,Lipis,0
Pahang,30/11/2020,Cameron Highlands,0
Pahang,30/11/2020,Kuantan,0
Pahang,30/11/2020,Maran,0
Pahang,30/11/2020,Pekan,0
Pahang,30/11/2020,Temerloh,0
Pahang,30/11/2020,Rompin,0
Kelantan,26/9/2020,Bachok,0
Kelantan,26/9/2020,Gua Musang,0
Kelantan,26/9/2020,Kota Bharu,0
Kelantan,26/9/2020,Tanah Merah,0
Kelantan,26/9/2020,Kuala Krai,0
Kelantan,26/9/2020,Pasir Mas,0
Kelantan,26/9/2020,Pasir Puteh,0
Kelantan,26/9/2020,Tumpat,0
Kelantan,26/9/2020,Jeli,0
Kelantan,26/9/2020,Machang,0
Kelantan,27/9/2020,Bachok,0
Kelantan,27/9/2020,Gua Musang,0
Kelantan,27/9/2020,Kota Bharu,0
Kelantan,27/9/2020,Tanah Merah,0
Kelantan,27/9/2020,Kuala Krai,0
Kelantan,27/9/2020,Pasir Mas,0
Kelantan,27/9/2020,Pasir Puteh,0
Kelantan,27/9/2020,Tumpat,0
Kelantan,27/9/2020,Jeli,0
Kelantan,27/9/2020,Machang,0
Kelantan,28/9/2020,Bachok,0
Kelantan,28/9/2020,Gua Musang,0
Kelantan,28/9/2020,Kota Bharu,0
Kelantan,28/9/2020,Tanah Merah,0
Kelantan,28/9/2020,Kuala Krai,0
Kelantan,28/9/2020,Pasir Mas,0
Kelantan,28/9/2020,Pasir Puteh,0
Kelantan,28/9/2020,Tumpat,0
Kelantan,28/9/2020,Jeli,0
Kelantan,28/9/2020,Machang,0
Kelantan,29/9/2020,Bachok,0
Kelantan,29/9/2020,Gua Musang,0
Kelantan,29/9/2020,Kota Bharu,0
Kelantan,29/9/2020,Tanah Merah,0
Kelantan,29/9/2020,Kuala Krai,0
Kelantan,29/9/2020,Pasir Mas,0
Kelantan,29/9/2020,Pasir Puteh,0
Kelantan,29/9/2020,Tumpat,0
Kelantan,29/9/2020,Jeli,0
Kelantan,29/9/2020,Machang,0
Kelantan,30/9/2020,Bachok,0
Kelantan,30/9/2020,Gua Musang,0
Kelantan,30/9/2020,Kota Bharu,2
Kelantan,30/9/2020,Tanah Merah,0
Kelantan,30/9/2020,Kuala Krai,0
Kelantan,30/9/2020,Pasir Mas,0
Kelantan,30/9/2020,Pasir Puteh,0
Kelantan,30/9/2020,Tumpat,0
Kelantan,30/9/2020,Jeli,0
Kelantan,30/9/2020,Machang,0
Kelantan,1/10/2020,Bachok,0
Kelantan,1/10/2020,Gua Musang,0
Kelantan,1/10/2020,Kota Bharu,2
Kelantan,1/10/2020,Tanah Merah,0
Kelantan,1/10/2020,Kuala Krai,0
Kelantan,1/10/2020,Pasir Mas,0
Kelantan,1/10/2020,Pasir Puteh,0
Kelantan,1/10/2020,Tumpat,0
Kelantan,1/10/2020,Jeli,0
Kelantan,1/10/2020,Machang,0
Kelantan,2/10/2020,Bachok,0
Kelantan,2/10/2020,Gua Musang,0
Kelantan,2/10/2020,Kota Bharu,2
Kelantan,2/10/2020,Tanah Merah,0
Kelantan,2/10/2020,Kuala Krai,0
Kelantan,2/10/2020,Pasir Mas,0
Kelantan,2/10/2020,Pasir Puteh,0
Kelantan,2/10/2020,Tumpat,0
Kelantan,2/10/2020,Jeli,0
Kelantan,2/10/2020,Machang,0
Kelantan,3/10/2020,Bachok,0
Kelantan,3/10/2020,Gua Musang,0
Kelantan,3/10/2020,Kota Bharu,4
Kelantan,3/10/2020,Tanah Merah,0
Kelantan,3/10/2020,Kuala Krai,0
Kelantan,3/10/2020,Pasir Mas,0
Kelantan,3/10/2020,Pasir Puteh,0
Kelantan,3/10/2020,Tumpat,0
Kelantan,3/10/2020,Jeli,0
Kelantan,3/10/2020,Machang,0
Kelantan,4/10/2020,Bachok,0
Kelantan,4/10/2020,Gua Musang,0
Kelantan,4/10/2020,Kota Bharu,4
Kelantan,4/10/2020,Tanah Merah,0
Kelantan,4/10/2020,Kuala Krai,0
Kelantan,4/10/2020,Pasir Mas,0
Kelantan,4/10/2020,Pasir Puteh,0
Kelantan,4/10/2020,Tumpat,0
Kelantan,4/10/2020,Jeli,0
Kelantan,4/10/2020,Machang,0
Kelantan,5/10/2020,Bachok,0
Kelantan,5/10/2020,Gua Musang,0
Kelantan,5/10/2020,Kota Bharu,4
Kelantan,5/10/2020,Tanah Merah,0
Kelantan,5/10/2020,Kuala Krai,0
Kelantan,5/10/2020,Pasir Mas,0
Kelantan,5/10/2020,Pasir Puteh,0
Kelantan,5/10/2020,Tumpat,0
Kelantan,5/10/2020,Jeli,0
Kelantan,5/10/2020,Machang,0
Kelantan,6/10/2020,Bachok,0
Kelantan,6/10/2020,Gua Musang,0
Kelantan,6/10/2020,Kota Bharu,4
Kelantan,6/10/2020,Tanah Merah,0
Kelantan,6/10/2020,Kuala Krai,0
Kelantan,6/10/2020,Pasir Mas,0
Kelantan,6/10/2020,Pasir Puteh,0
Kelantan,6/10/2020,Tumpat,0
Kelantan,6/10/2020,Jeli,0
Kelantan,6/10/2020,Machang,0
Kelantan,7/10/2020,Bachok,0
Kelantan,7/10/2020,Gua Musang,0
Kelantan,7/10/2020,Kota Bharu,5
Kelantan,7/10/2020,Tanah Merah,0
Kelantan,7/10/2020,Kuala Krai,0
Kelantan,7/10/2020,Pasir Mas,0
Kelantan,7/10/2020,Pasir Puteh,0
Kelantan,7/10/2020,Tumpat,0
Kelantan,7/10/2020,Jeli,0
Kelantan,7/10/2020,Machang,0
Kelantan,8/10/2020,Bachok,0
Kelantan,8/10/2020,Gua Musang,0
Kelantan,8/10/2020,Kota Bharu,5
Kelantan,8/10/2020,Tanah Merah,0
Kelantan,8/10/2020,Kuala Krai,0
Kelantan,8/10/2020,Pasir Mas,0
Kelantan,8/10/2020,Pasir Puteh,0
Kelantan,8/10/2020,Tumpat,0
Kelantan,8/10/2020,Jeli,0
Kelantan,8/10/2020,Machang,0
Kelantan,9/10/2020,Bachok,0
Kelantan,9/10/2020,Gua Musang,0
Kelantan,9/10/2020,Kota Bharu,5
Kelantan,9/10/2020,Tanah Merah,0
Kelantan,9/10/2020,Kuala Krai,0
Kelantan,9/10/2020,Pasir Mas,0
Kelantan,9/10/2020,Pasir Puteh,0
Kelantan,9/10/2020,Tumpat,0
Kelantan,9/10/2020,Jeli,0
Kelantan,9/10/2020,Machang,0
Kelantan,10/10/2020,Bachok,0
Kelantan,10/10/2020,Gua Musang,0
Kelantan,10/10/2020,Kota Bharu,5
Kelantan,10/10/2020,Tanah Merah,0
Kelantan,10/10/2020,Kuala Krai,0
Kelantan,10/10/2020,Pasir Mas,0
Kelantan,10/10/2020,Pasir Puteh,0
Kelantan,10/10/2020,Tumpat,0
Kelantan,10/10/2020,Jeli,0
Kelantan,10/10/2020,Machang,0
Kelantan,11/10/2020,Bachok,0
Kelantan,11/10/2020,Gua Musang,0
Kelantan,11/10/2020,Kota Bharu,5
Kelantan,11/10/2020,Tanah Merah,0
Kelantan,11/10/2020,Kuala Krai,0
Kelantan,11/10/2020,Pasir Mas,0
Kelantan,11/10/2020,Pasir Puteh,0
Kelantan,11/10/2020,Tumpat,0
Kelantan,11/10/2020,Jeli,0
Kelantan,11/10/2020,Machang,0
Kelantan,12/10/2020,Bachok,0
Kelantan,12/10/2020,Gua Musang,0
Kelantan,12/10/2020,Kota Bharu,5
Kelantan,12/10/2020,Tanah Merah,0
Kelantan,12/10/2020,Kuala Krai,0
Kelantan,12/10/2020,Pasir Mas,0
Kelantan,12/10/2020,Pasir Puteh,0
Kelantan,12/10/2020,Tumpat,0
Kelantan,12/10/2020,Jeli,0
Kelantan,12/10/2020,Machang,0
Kelantan,13/10/2020,Bachok,0
Kelantan,13/10/2020,Gua Musang,0
Kelantan,13/10/2020,Kota Bharu,5
Kelantan,13/10/2020,Tanah Merah,0
Kelantan,13/10/2020,Kuala Krai,0
Kelantan,13/10/2020,Pasir Mas,0
Kelantan,13/10/2020,Pasir Puteh,0
Kelantan,13/10/2020,Tumpat,0
Kelantan,13/10/2020,Jeli,0
Kelantan,13/10/2020,Machang,0
Kelantan,14/10/2020,Bachok,0
Kelantan,14/10/2020,Gua Musang,0
Kelantan,14/10/2020,Kota Bharu,3
Kelantan,14/10/2020,Tanah Merah,0
Kelantan,14/10/2020,Kuala Krai,0
Kelantan,14/10/2020,Pasir Mas,0
Kelantan,14/10/2020,Pasir Puteh,0
Kelantan,14/10/2020,Tumpat,0
Kelantan,14/10/2020,Jeli,0
Kelantan,14/10/2020,Machang,0
Kelantan,15/10/2020,Bachok,0
Kelantan,15/10/2020,Gua Musang,0
Kelantan,15/10/2020,Kota Bharu,3
Kelantan,15/10/2020,Tanah Merah,0
Kelantan,15/10/2020,Kuala Krai,0
Kelantan,15/10/2020,Pasir Mas,0
Kelantan,15/10/2020,Pasir Puteh,0
Kelantan,15/10/2020,Tumpat,0
Kelantan,15/10/2020,Jeli,0
Kelantan,15/10/2020,Machang,0
Kelantan,16/10/2020,Bachok,0
Kelantan,16/10/2020,Gua Musang,0
Kelantan,16/10/2020,Kota Bharu,3
Kelantan,16/10/2020,Tanah Merah,0
Kelantan,16/10/2020,Kuala Krai,0
Kelantan,16/10/2020,Pasir Mas,0
Kelantan,16/10/2020,Pasir Puteh,0
Kelantan,16/10/2020,Tumpat,0
Kelantan,16/10/2020,Jeli,0
Kelantan,16/10/2020,Machang,0
Kelantan,17/10/2020,Bachok,0
Kelantan,17/10/2020,Gua Musang,0
Kelantan,17/10/2020,Kota Bharu,1
Kelantan,17/10/2020,Tanah Merah,0
Kelantan,17/10/2020,Kuala Krai,0
Kelantan,17/10/2020,Pasir Mas,0
Kelantan,17/10/2020,Pasir Puteh,0
Kelantan,17/10/2020,Tumpat,0
Kelantan,17/10/2020,Jeli,0
Kelantan,17/10/2020,Machang,0
Kelantan,18/10/2020,Bachok,0
Kelantan,18/10/2020,Gua Musang,0
Kelantan,18/10/2020,Kota Bharu,1
Kelantan,18/10/2020,Tanah Merah,0
Kelantan,18/10/2020,Kuala Krai,0
Kelantan,18/10/2020,Pasir Mas,0
Kelantan,18/10/2020,Pasir Puteh,0
Kelantan,18/10/2020,Tumpat,0
Kelantan,18/10/2020,Jeli,0
Kelantan,18/10/2020,Machang,0
Kelantan,19/10/2020,Bachok,0
Kelantan,19/10/2020,Gua Musang,0
Kelantan,19/10/2020,Kota Bharu,1
Kelantan,19/10/2020,Tanah Merah,0
Kelantan,19/10/2020,Kuala Krai,0
Kelantan,19/10/2020,Pasir Mas,0
Kelantan,19/10/2020,Pasir Puteh,0
Kelantan,19/10/2020,Tumpat,0
Kelantan,19/10/2020,Jeli,0
Kelantan,19/10/2020,Machang,0
Kelantan,20/10/2020,Bachok,0
Kelantan,20/10/2020,Gua Musang,0
Kelantan,20/10/2020,Kota Bharu,1
Kelantan,20/10/2020,Tanah Merah,0
Kelantan,20/10/2020,Kuala Krai,0
Kelantan,20/10/2020,Pasir Mas,0
Kelantan,20/10/2020,Pasir Puteh,0
Kelantan,20/10/2020,Tumpat,0
Kelantan,20/10/2020,Jeli,0
Kelantan,20/10/2020,Machang,0
Kelantan,21/10/2020,Bachok,0
Kelantan,21/10/2020,Gua Musang,0
Kelantan,21/10/2020,Kota Bharu,0
Kelantan,21/10/2020,Tanah Merah,0
Kelantan,21/10/2020,Kuala Krai,0
Kelantan,21/10/2020,Pasir Mas,0
Kelantan,21/10/2020,Pasir Puteh,0
Kelantan,21/10/2020,Tumpat,0
Kelantan,21/10/2020,Jeli,0
Kelantan,21/10/2020,Machang,0
Kelantan,22/10/2020,Bachok,0
Kelantan,22/10/2020,Gua Musang,0
Kelantan,22/10/2020,Kota Bharu,0
Kelantan,22/10/2020,Tanah Merah,1
Kelantan,22/10/2020,Kuala Krai,0
Kelantan,22/10/2020,Pasir Mas,0
Kelantan,22/10/2020,Pasir Puteh,0
Kelantan,22/10/2020,Tumpat,0
Kelantan,22/10/2020,Jeli,0
Kelantan,22/10/2020,Machang,2
Kelantan,23/10/2020,Bachok,0
Kelantan,23/10/2020,Gua Musang,0
Kelantan,23/10/2020,Kota Bharu,0
Kelantan,23/10/2020,Tanah Merah,1
Kelantan,23/10/2020,Kuala Krai,0
Kelantan,23/10/2020,Pasir Mas,0
Kelantan,23/10/2020,Pasir Puteh,0
Kelantan,23/10/2020,Tumpat,0
Kelantan,23/10/2020,Jeli,0
Kelantan,23/10/2020,Machang,2
Kelantan,24/10/2020,Bachok,0
Kelantan,24/10/2020,Gua Musang,0
Kelantan,24/10/2020,Kota Bharu,0
Kelantan,24/10/2020,Tanah Merah,1
Kelantan,24/10/2020,Kuala Krai,0
Kelantan,24/10/2020,Pasir Mas,0
Kelantan,24/10/2020,Pasir Puteh,0
Kelantan,24/10/2020,Tumpat,0
Kelantan,24/10/2020,Jeli,0
Kelantan,24/10/2020,Machang,2
Kelantan,25/10/2020,Bachok,0
Kelantan,25/10/2020,Gua Musang,0
Kelantan,25/10/2020,Kota Bharu,0
Kelantan,25/10/2020,Tanah Merah,1
Kelantan,25/10/2020,Kuala Krai,0
Kelantan,25/10/2020,Pasir Mas,0
Kelantan,25/10/2020,Pasir Puteh,0
Kelantan,25/10/2020,Tumpat,0
Kelantan,25/10/2020,Jeli,0
Kelantan,25/10/2020,Machang,3
Kelantan,26/10/2020,Bachok,0
Kelantan,26/10/2020,Gua Musang,0
Kelantan,26/10/2020,Kota Bharu,0
Kelantan,26/10/2020,Tanah Merah,1
Kelantan,26/10/2020,Kuala Krai,0
Kelantan,26/10/2020,Pasir Mas,0
Kelantan,26/10/2020,Pasir Puteh,0
Kelantan,26/10/2020,Tumpat,0
Kelantan,26/10/2020,Jeli,0
Kelantan,26/10/2020,Machang,3
Kelantan,27/10/2020,Bachok,0
Kelantan,27/10/2020,Gua Musang,0
Kelantan,27/10/2020,Kota Bharu,0
Kelantan,27/10/2020,Tanah Merah,1
Kelantan,27/10/2020,Kuala Krai,0
Kelantan,27/10/2020,Pasir Mas,0
Kelantan,27/10/2020,Pasir Puteh,0
Kelantan,27/10/2020,Tumpat,0
Kelantan,27/10/2020,Jeli,0
Kelantan,27/10/2020,Machang,3
Kelantan,28/10/2020,Bachok,0
Kelantan,28/10/2020,Gua Musang,0
Kelantan,28/10/2020,Kota Bharu,0
Kelantan,28/10/2020,Tanah Merah,1
Kelantan,28/10/2020,Kuala Krai,0
Kelantan,28/10/2020,Pasir Mas,0
Kelantan,28/10/2020,Pasir Puteh,0
Kelantan,28/10/2020,Tumpat,0
Kelantan,28/10/2020,Jeli,0
Kelantan,28/10/2020,Machang,3
Kelantan,29/10/2020,Bachok,0
Kelantan,29/10/2020,Gua Musang,0
Kelantan,29/10/2020,Kota Bharu,0
Kelantan,29/10/2020,Tanah Merah,1
Kelantan,29/10/2020,Kuala Krai,0
Kelantan,29/10/2020,Pasir Mas,0
Kelantan,29/10/2020,Pasir Puteh,0
Kelantan,29/10/2020,Tumpat,0
Kelantan,29/10/2020,Jeli,0
Kelantan,29/10/2020,Machang,3
Kelantan,30/10/2020,Bachok,0
Kelantan,30/10/2020,Gua Musang,0
Kelantan,30/10/2020,Kota Bharu,0
Kelantan,30/10/2020,Tanah Merah,1
Kelantan,30/10/2020,Kuala Krai,0
Kelantan,30/10/2020,Pasir Mas,0
Kelantan,30/10/2020,Pasir Puteh,0
Kelantan,30/10/2020,Tumpat,0
